GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
1700012B07RIKL,287783,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.57,,15020195
1700040F17RIKL,501587,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,5.33,,15020195
2600A1A2,415022,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,5.33,,15020195
6430548M08RIKL,307907,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.20,,15020195
A1BG,1,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,16.05,,20156427
A1BG,1,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,16.05,,2009908|7657819
A1BG,1,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,16.05,,20156427
A1CF,29974,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.32,,20156427
A1CF,29974,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.32,,15020195
A2M,2,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,17.94,,15020195
A2M,2,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,17.94,,20156427
A2M,2,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,17.94,,2009908|7657819
A2M,2,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,17.94,,20156427
A2ML1,144568,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.68,,15020195
AACS,65985,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.01,,20156427
AACS,65985,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.65,,11259349|16720336|16785264
AADAC,13,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.16,,20156427
AADACL4FM2,627085,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.98,,15020195
AADAT,51166,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.10,,20156427
AAK1,22848,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.19,,20156427
AAMDC,28971,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.26,,20156427
AAMP,14,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,4.01,,15020195
AARS1,16,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,19.60,,15020195
AARS1,16,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,19.60,,20156427
AARS1,16,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,19.60,,15020195
AARS1,16,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,19.60,,2009908|7657819
AARSD1,80755,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.63,,20156427
AASDHPPT,60496,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.57,,15020195
AASS,10157,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,14.14,,20156427
AASS,10157,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,14.14,,15020195
AASS,10157,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,14.14,,15020195
AATF,26574,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.27,,20156427
AATK,9625,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.45,,15020195
AATK,9625,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.88,,11259349|16720336|16785264
ABAT,18,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,13.02,,20156427
ABAT,18,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,13.02,,15020195
ABAT,18,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,13.02,,2009908|7657819
ABCA1,19,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,16.02,,15020195
ABCA1,19,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,16.02,,20156427
ABCA1,19,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,16.02,,15020195
ABCA1,19,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,16.02,,20156427
ABCA1,19,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.14,,11259349|16720336|16785264
ABCA12,26154,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.20,,20156427
ABCA12,26154,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.20,,15020195
ABCA13,154664,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.60,,15020195
ABCA17,381072,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.83,,15020195
ABCA1A,558924,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.67,,20156427
ABCA2,20,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.15,,20156427
ABCA3,21,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.65,,20156427
ABCA3,21,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.65,,15020195
ABCA4,24,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.48,,15020195
ABCA5,23461,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.52,,20156427
ABCA5,23461,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.52,,15020195
ABCA6,23460,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.03,,20156427
ABCA6,23460,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.03,,15020195
ABCA8,10351,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.05,,20156427
ABCA8,10351,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.05,,15020195
ABCA8A,217258,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.36,,15020195
ABCB1,5243,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,13.18,,15020195
ABCB1,5243,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,13.18,,20156427
ABCB1,5243,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,13.18,,2009908|7657819
ABCB1,5243,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,13.18,,20156427
ABCB10,23456,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.13,,20156427
ABCB10,23456,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.13,,15020195
ABCB11,8647,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,10.52,,20156427
ABCB11,8647,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,10.52,,15020195
ABCB11,8647,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,10.52,,15020195
ABCB1A,18671,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,11.87,,15020195
ABCB1A,18671,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,11.87,,20156427
ABCB1A,18671,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,11.87,,15020195
ABCB1B,18669,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,18.17,,20156427
ABCB1B,18669,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,18.17,,15020195
ABCB1B,18669,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,18.17,,2009908|7657819
ABCB1B,18669,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,18.17,,20156427
ABCB4,5244,GALLBLADDER DISEASE 1,OMIM:600803,marker/mechanism,,,600803,
ABCB4,5244,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,6.77,,20156427
ABCB4,5244,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,6.77,,15020195
ABCB5,340273,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.55,,20156427
ABCB5,340273,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.55,,15020195
ABCB6,10058,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.99,,20156427
ABCB6,10058,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Bupropion,4.70,,16785264
ABCB6A,564067,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.94,,20156427
ABCB7,22,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.41,,20156427
ABCB7,22,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,9.41,,2009908|7657819
ABCB8,11194,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.41,,20156427
ABCB9,23457,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,15.24,,20156427
ABCB9,23457,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,15.24,,15020195
ABCB9,23457,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,15.24,,20156427
ABCC1,4363,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,10.70,,15020195
ABCC1,4363,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,10.70,,20156427
ABCC1,4363,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,10.70,,2009908|7657819
ABCC10,89845,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.53,,20156427
ABCC10,89845,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.53,,15020195
ABCC12,94160,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.42,,20156427
ABCC12,94160,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.42,,15020195
ABCC2,1244,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,18.91,,15020195
ABCC2,1244,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,18.91,,20156427
ABCC2,1244,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,18.91,,15020195
ABCC2,1244,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,18.91,,2009908|7657819
ABCC2,1244,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,18.91,,15020195
ABCC3,8714,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,15.43,,20156427
ABCC3,8714,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,15.43,,15020195
ABCC3,8714,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,15.43,,2009908|7657819
ABCC3,8714,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,15.43,,20156427
ABCC4,10257,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,11.14,,20156427
ABCC4,10257,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,11.14,,15020195
ABCC4,10257,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,11.14,,2009908|7657819
ABCC5,10057,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,3.49,,2009908|7657819
ABCC6,368,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.96,,20156427
ABCC8,6833,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.74,,15020195
ABCC8,6833,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,8.74,,20156427
ABCC9,10060,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,13.91,,20156427
ABCC9,10060,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,13.91,,15020195
ABCC9,10060,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,13.91,,2009908|7657819
ABCD2,225,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.07,,20156427
ABCD3,5825,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.91,,20156427
ABCD4,5826,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.43,,20156427
ABCE1,6059,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.02,,20156427
ABCF2,10061,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.20,,20156427
ABCG1,9619,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.76,,20156427
ABCG1,9619,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.41,,11259349|16720336|16785264
ABCG2,9429,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,6.23,,20156427
ABCG2,9429,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,6.23,,2009908|7657819
ABCG2,9429,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.03,,11259349|16720336|16785264
ABCG3L1,289453,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.29,,15020195
ABCG3L4,360997,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.39,,15020195
ABCG5,64240,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.75,,20156427
ABCG8,64241,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.94,,20156427
ABCG8,64241,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.94,,2009908|7657819
ABHD10,55347,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.35,,20156427
ABHD13,84945,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.48,,20156427
ABHD14A,25864,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.41,,20156427
ABHD14A,25864,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.41,,15020195
ABHD14B,84836,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.18,,20156427
ABHD15,116236,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.27,,20156427
ABHD17B,51104,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.37,,20156427
ABHD17C,58489,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.18,,2009908|7657819
ABHD18,80167,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.67,,20156427
ABHD2,11057,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.28,,20156427
ABHD2,11057,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.28,,15020195
ABHD3,171586,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.18,,20156427
ABHD4,63874,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,14.12,,20156427
ABHD4,63874,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,14.12,,2009908|7657819
ABHD4,63874,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,14.12,,15020195
ABHD5,51099,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.09,,20156427
ABHD6,57406,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.14,,20156427
ABI1,10006,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,3.80,,2009908|7657819
ABI2,10152,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.34,,20156427
ABI3BP,25890,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.46,,20156427
ABI3BP,25890,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.46,,15020195
ABITRAM,54942,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.70,,20156427
ABL2,27,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.09,,20156427
ABLIM1,3983,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.00,,20156427
ABLIM1,3983,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.00,,15020195
ABLIM2,84448,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.43,,15020195
ABLIM3,22885,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.27,,20156427
ABLIM3,22885,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.27,,15020195
ABO2,296504,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.78,,15020195
ABR,29,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.16,,20156427
ABRACL,58527,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.30,,20156427
ABRAXAS1,84142,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.50,,20156427
ABRAXAS2,23172,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.76,,15020195
ABTB2,25841,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.13,,20156427
ABTB3,121551,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.95,,20156427
ABTB3,121551,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.95,,15020195
ABTB3,121551,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.89,,11259349|16720336|16785264
ACAA1,30,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.09,,20156427
ACAA1B,235674,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.23,,20156427
ACAA2,10449,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.61,,20156427
ACAA2,10449,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,7.61,,15020195
ACAA2,10449,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.43,,11259349|16720336|16785264
ACACA,31,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,10.70,,20156427
ACACA,31,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,10.70,,15020195
ACACA,31,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,10.70,,20156427
ACACA,31,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.07,,11259349|16720336|16785264
ACACB,32,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.85,,20156427
ACACB,32,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.85,,15020195
ACACB,32,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,12.85,,2009908|7657819
ACAD11,84129,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.46,,20156427
ACAD11,84129,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.46,,15020195
ACAD8,27034,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.31,,20156427
ACAD9,28976,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.26,,15020195
ACADL,33,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.78,,20156427
ACADL,33,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.78,,15020195
ACADM,34,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.37,,20156427
ACADM,34,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.37,,2009908|7657819
ACADS,35,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,3.71,,15020195
ACADSB,36,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.05,,20156427
ACADVL,37,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.91,,20156427
ACAN,176,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,4.05,,15020195
ACAN,176,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.72,,11259349|16720336|16785264
ACAP1,9744,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,4.27,,15020195
ACAP2,23527,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.13,,20156427
ACAP2,23527,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.13,,15020195
ACAP3,116983,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.48,,20156427
ACAT1,38,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.94,,20156427
ACAT1,38,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.94,,15020195
ACAT1,38,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,12.94,,15020195
ACAT2,39,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.49,,20156427
ACAT2,39,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.49,,2009908|7657819
ACAT3,224530,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.66,,20156427
ACBD3,64746,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.63,,20156427
ACBD3,64746,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.63,,15020195
ACBD4,79777,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.21,,20156427
ACBD5,91452,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.23,,20156427
ACBD6,84320,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.50,,20156427
ACBD7,414149,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.37,,20156427
ACCSL,390110,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.26,,15020195
ACD,65057,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.46,,20156427
ACE,1636,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,3.54,,15020195
ACE,1636,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.22,,11259349|16720336|16785264
ACE2,59272,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,7.46,,15020195
ACE2,59272,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.46,,20156427
ACER2,340485,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.36,,15020195
ACER3,55331,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.18,,20156427
ACER3,55331,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.18,,15020195
ACHE,43,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,17.14,,15020195
ACHE,43,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,17.14,,20156427
ACHE,43,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,17.14,,2009908|7657819
ACHE,43,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,17.14,,20156427
ACHE,43,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,17.14,,15020195
ACHE,43,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.76,,11259349|16720336|16785264
ACIN1,22985,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.15,,20156427
ACKR3,57007,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.95,,20156427
ACLY,47,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.65,,20156427
ACMSD,130013,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.85,,20156427
ACMSD,130013,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.85,,15020195
ACNAT1,230161,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.03,,15020195
ACNAT2,209186,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.49,,20156427
ACO1,48,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.53,,20156427
ACO1,48,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.53,,15020195
ACO2,50,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.81,,20156427
ACO2,50,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,7.81,,15020195
ACOT1,641371,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.90,,20156427
ACOT1,641371,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.90,,15020195
ACOT1,641371,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,12.90,,2009908|7657819
ACOT11,26027,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.51,,15020195
ACOT12,134526,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.83,,20156427
ACOT12,134526,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.83,,15020195
ACOT13,55856,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.16,,20156427
ACOT13,55856,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.80,,11259349|16720336|16785264
ACOT2,10965,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.80,,20156427
ACOT2,10965,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,7.80,,15020195
ACOT4,122970,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.07,,20156427
ACOT7,11332,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.04,,20156427
ACOT9,23597,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.13,,20156427
ACOX1,51,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.53,,20156427
ACOX2,8309,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.02,,20156427
ACOX3,8310,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.89,,20156427
ACOX3,8310,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.89,,15020195
ACOXL,55289,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.58,,20156427
ACOXL,55289,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.58,,15020195
ACP1,52,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,3.86,,15020195
ACP1,52,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.78,,11259349|16720336|16785264
ACP2,53,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.14,,20156427
ACP3,55,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.57,,20156427
ACP3,55,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.57,,15020195
ACP5,54,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.80,,20156427
ACP-6,177407,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.56,,2009908|7657819
ACP6,51205,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.33,,20156427
ACR-11,191599,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,5.75,,11259349|16720336|16785264
ACR-14,191601,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
ACR-15,191602,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
ACR-16,179235,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,5.41,,11259349|16720336|16785264
ACR-17,191603,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
ACR-2,180936,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
